workload,namespace,kind,owner,team,tier,data_class,description
team-089/cron,team-089,Deployment,team-089,team-089,tier-2,internal,cron in team-089
team-090/api,team-090,Deployment,team-090,team-090,tier-2,internal,api in team-090
team-090/worker,team-090,Deployment,team-090,team-090,tier-2,internal,worker in team-090
team-090/web,team-090,Deployment,team-090,team-090,tier-2,internal,web in team-090
team-090/cache,team-090,Deployment,team-090,team-090,tier-2,internal,cache in team-090
team-090/cron,team-090,Deployment,team-090,team-090,tier-2,internal,cron in team-090
team-091/api,team-091,Deployment,team-091,team-091,tier-2,internal,api in team-091
team-091/worker,team-091,Deployment,team-091,team-091,tier-2,internal,worker in team-091
team-091/web,team-091,Deployment,team-091,team-091,tier-2,internal,web in team-091
team-091/cache,team-091,Deployment,team-091,team-091,tier-2,internal,cache in team-091
team-091/cron,team-091,Deployment,team-091,team-091,tier-2,internal,cron in team-091
team-092/api,team-092,Deployment,team-092,team-092,tier-2,internal,api in team-092
team-092/worker,team-092,Deployment,team-092,team-092,tier-2,internal,worker in team-092
team-092/web,team-092,Deployment,team-092,team-092,tier-2,internal,web in team-092
team-092/cache,team-092,Deployment,team-092,team-092,tier-2,internal,cache in team-092
team-092/cron,team-092,Deployment,team-092,team-092,tier-2,internal,cron in team-092
team-093/api,team-093,Deployment,team-093,team-093,tier-2,internal,api in team-093
team-093/worker,team-093,Deployment,team-093,team-093,tier-2,internal,worker in team-093
team-093/web,team-093,Deployment,team-093,team-093,tier-2,internal,web in team-093
team-093/cache,team-093,Deployment,team-093,team-093,tier-2,internal,cache in team-093
team-093/cron,team-093,Deployment,team-093,team-093,tier-2,internal,cron in team-093
team-094/api,team-094,Deployment,team-094,team-094,tier-2,internal,api in team-094
team-094/worker,team-094,Deployment,team-094,team-094,tier-2,internal,worker in team-094
team-094/web,team-094,Deployment,team-094,team-094,tier-2,internal,web in team-094
team-094/cache,team-094,Deployment,team-094,team-094,tier-2,internal,cache in team-094
team-094/cron,team-094,Deployment,team-094,team-094,tier-2,internal,cron in team-094
team-095/api,team-095,Deployment,team-095,team-095,tier-2,internal,api in team-095
team-095/worker,team-095,Deployment,team-095,team-095,tier-2,internal,worker in team-095
team-095/web,team-095,Deployment,team-095,team-095,tier-2,internal,web in team-095
team-095/cache,team-095,Deployment,team-095,team-095,tier-2,internal,cache in team-095
team-095/cron,team-095,Deployment,team-095,team-095,tier-2,internal,cron in team-095
team-096/api,team-096,Deployment,team-096,team-096,tier-2,internal,api in team-096
team-096/worker,team-096,Deployment,team-096,team-096,tier-2,internal,worker in team-096
team-096/web,team-096,Deployment,team-096,team-096,tier-2,internal,web in team-096
team-096/cache,team-096,Deployment,team-096,team-096,tier-2,internal,cache in team-096
team-096/cron,team-096,Deployment,team-096,team-096,tier-2,internal,cron in team-096
team-097/api,team-097,Deployment,team-097,team-097,tier-2,internal,api in team-097
team-097/worker,team-097,Deployment,team-097,team-097,tier-2,internal,worker in team-097
team-097/web,team-097,Deployment,team-097,team-097,tier-2,internal,web in team-097
team-097/cache,team-097,Deployment,team-097,team-097,tier-2,internal,cache in team-097
team-097/cron,team-097,Deployment,team-097,team-097,tier-2,internal,cron in team-097
team-098/api,team-098,Deployment,team-098,team-098,tier-2,internal,api in team-098
team-098/worker,team-098,Deployment,team-098,team-098,tier-2,internal,worker in team-098
team-098/web,team-098,Deployment,team-098,team-098,tier-2,internal,web in team-098
team-098/cache,team-098,Deployment,team-098,team-098,tier-2,internal,cache in team-098
team-098/cron,team-098,Deployment,team-098,team-098,tier-2,internal,cron in team-098
team-099/api,team-099,Deployment,team-099,team-099,tier-2,internal,api in team-099
team-099/worker,team-099,Deployment,team-099,team-099,tier-2,internal,worker in team-099
team-099/web,team-099,Deployment,team-099,team-099,tier-2,internal,web in team-099
team-099/cache,team-099,Deployment,team-099,team-099,tier-2,internal,cache in team-099
team-099/cron,team-099,Deployment,team-099,team-099,tier-2,internal,cron in team-099
team-100/api,team-100,Deployment,team-100,team-100,tier-2,internal,api in team-100
team-100/worker,team-100,Deployment,team-100,team-100,tier-2,internal,worker in team-100
team-100/web,team-100,Deployment,team-100,team-100,tier-2,internal,web in team-100
team-100/cache,team-100,Deployment,team-100,team-100,tier-2,internal,cache in team-100
team-100/cron,team-100,Deployment,team-100,team-100,tier-2,internal,cron in team-100
team-101/api,team-101,Deployment,team-101,team-101,tier-2,internal,api in team-101
team-101/worker,team-101,Deployment,team-101,team-101,tier-2,internal,worker in team-101
team-101/web,team-101,Deployment,team-101,team-101,tier-2,internal,web in team-101
team-101/cache,team-101,Deployment,team-101,team-101,tier-2,internal,cache in team-101
team-101/cron,team-101,Deployment,team-101,team-101,tier-2,internal,cron in team-101
team-102/api,team-102,Deployment,team-102,team-102,tier-2,internal,api in team-102
team-102/worker,team-102,Deployment,team-102,team-102,tier-2,internal,worker in team-102
team-102/web,team-102,Deployment,team-102,team-102,tier-2,internal,web in team-102
team-102/cache,team-102,Deployment,team-102,team-102,tier-2,internal,cache in team-102
team-102/cron,team-102,Deployment,team-102,team-102,tier-2,internal,cron in team-102
team-103/api,team-103,Deployment,team-103,team-103,tier-2,internal,api in team-103
team-103/worker,team-103,Deployment,team-103,team-103,tier-2,internal,worker in team-103
team-103/web,team-103,Deployment,team-103,team-103,tier-2,internal,web in team-103
team-103/cache,team-103,Deployment,team-103,team-103,tier-2,internal,cache in team-103
team-103/cron,team-103,Deployment,team-103,team-103,tier-2,internal,cron in team-103
team-104/api,team-104,Deployment,team-104,team-104,tier-2,internal,api in team-104
team-104/worker,team-104,Deployment,team-104,team-104,tier-2,internal,worker in team-104
team-104/web,team-104,Deployment,team-104,team-104,tier-2,internal,web in team-104
team-104/cache,team-104,Deployment,team-104,team-104,tier-2,internal,cache in team-104
team-104/cron,team-104,Deployment,team-104,team-104,tier-2,internal,cron in team-104
team-105/api,team-105,Deployment,team-105,team-105,tier-2,internal,api in team-105
team-105/worker,team-105,Deployment,team-105,team-105,tier-2,internal,worker in team-105
team-105/web,team-105,Deployment,team-105,team-105,tier-2,internal,web in team-105
team-105/cache,team-105,Deployment,team-105,team-105,tier-2,internal,cache in team-105
team-105/cron,team-105,Deployment,team-105,team-105,tier-2,internal,cron in team-105
team-106/api,team-106,Deployment,team-106,team-106,tier-2,internal,api in team-106
team-106/worker,team-106,Deployment,team-106,team-106,tier-2,internal,worker in team-106
team-106/web,team-106,Deployment,team-106,team-106,tier-2,internal,web in team-106
team-106/cache,team-106,Deployment,team-106,team-106,tier-2,internal,cache in team-106
team-106/cron,team-106,Deployment,team-106,team-106,tier-2,internal,cron in team-106
team-107/api,team-107,Deployment,team-107,team-107,tier-2,internal,api in team-107
team-107/worker,team-107,Deployment,team-107,team-107,tier-2,internal,worker in team-107
team-107/web,team-107,Deployment,team-107,team-107,tier-2,internal,web in team-107
team-107/cache,team-107,Deployment,team-107,team-107,tier-2,internal,cache in team-107
team-107/cron,team-107,Deployment,team-107,team-107,tier-2,internal,cron in team-107
team-108/api,team-108,Deployment,team-108,team-108,tier-2,internal,api in team-108
team-108/worker,team-108,Deployment,team-108,team-108,tier-2,internal,worker in team-108
team-108/web,team-108,Deployment,team-108,team-108,tier-2,internal,web in team-108
team-108/cache,team-108,Deployment,team-108,team-108,tier-2,internal,cache in team-108
team-108/cron,team-108,Deployment,team-108,team-108,tier-2,internal,cron in team-108
team-109/api,team-109,Deployment,team-109,team-109,tier-2,internal,api in team-109
team-109/worker,team-109,Deployment,team-109,team-109,tier-2,internal,worker in team-109
team-109/web,team-109,Deployment,team-109,team-109,tier-2,internal,web in team-109
team-109/cache,team-109,Deployment,team-109,team-109,tier-2,internal,cache in team-109
team-109/cron,team-109,Deployment,team-109,team-109,tier-2,internal,cron in team-109
team-110/api,team-110,Deployment,team-110,team-110,tier-2,internal,api in team-110
team-110/worker,team-110,Deployment,team-110,team-110,tier-2,internal,worker in team-110
team-110/web,team-110,Deployment,team-110,team-110,tier-2,internal,web in team-110
team-110/cache,team-110,Deployment,team-110,team-110,tier-2,internal,cache in team-110
team-110/cron,team-110,Deployment,team-110,team-110,tier-2,internal,cron in team-110
team-111/api,team-111,Deployment,team-111,team-111,tier-2,internal,api in team-111
team-111/worker,team-111,Deployment,team-111,team-111,tier-2,internal,worker in team-111
team-111/web,team-111,Deployment,team-111,team-111,tier-2,internal,web in team-111
team-111/cache,team-111,Deployment,team-111,team-111,tier-2,internal,cache in team-111
team-111/cron,team-111,Deployment,team-111,team-111,tier-2,internal,cron in team-111
team-112/api,team-112,Deployment,team-112,team-112,tier-2,internal,api in team-112
team-112/worker,team-112,Deployment,team-112,team-112,tier-2,internal,worker in team-112
team-112/web,team-112,Deployment,team-112,team-112,tier-2,internal,web in team-112
team-112/cache,team-112,Deployment,team-112,team-112,tier-2,internal,cache in team-112
team-112/cron,team-112,Deployment,team-112,team-112,tier-2,internal,cron in team-112
team-113/api,team-113,Deployment,team-113,team-113,tier-2,internal,api in team-113
team-113/worker,team-113,Deployment,team-113,team-113,tier-2,internal,worker in team-113
team-113/web,team-113,Deployment,team-113,team-113,tier-2,internal,web in team-113
team-113/cache,team-113,Deployment,team-113,team-113,tier-2,internal,cache in team-113
team-113/cron,team-113,Deployment,team-113,team-113,tier-2,internal,cron in team-113
team-114/api,team-114,Deployment,team-114,team-114,tier-2,internal,api in team-114
team-114/worker,team-114,Deployment,team-114,team-114,tier-2,internal,worker in team-114
team-114/web,team-114,Deployment,team-114,team-114,tier-2,internal,web in team-114
team-114/cache,team-114,Deployment,team-114,team-114,tier-2,internal,cache in team-114
team-114/cron,team-114,Deployment,team-114,team-114,tier-2,internal,cron in team-114
team-115/api,team-115,Deployment,team-115,team-115,tier-2,internal,api in team-115
team-115/worker,team-115,Deployment,team-115,team-115,tier-2,internal,worker in team-115
team-115/web,team-115,Deployment,team-115,team-115,tier-2,internal,web in team-115
team-115/cache,team-115,Deployment,team-115,team-115,tier-2,internal,cache in team-115
team-115/cron,team-115,Deployment,team-115,team-115,tier-2,internal,cron in team-115
team-116/api,team-116,Deployment,team-116,team-116,tier-2,internal,api in team-116
team-116/worker,team-116,Deployment,team-116,team-116,tier-2,internal,worker in team-116
team-116/web,team-116,Deployment,team-116,team-116,tier-2,internal,web in team-116
team-116/cache,team-116,Deployment,team-116,team-116,tier-2,internal,cache in team-116
team-116/cron,team-116,Deployment,team-116,team-116,tier-2,internal,cron in team-116
team-117/api,team-117,Deployment,team-117,team-117,tier-2,internal,api in team-117
team-117/worker,team-117,Deployment,team-117,team-117,tier-2,internal,worker in team-117
team-117/web,team-117,Deployment,team-117,team-117,tier-2,internal,web in team-117
team-117/cache,team-117,Deployment,team-117,team-117,tier-2,internal,cache in team-117
team-117/cron,team-117,Deployment,team-117,team-117,tier-2,internal,cron in team-117
team-118/api,team-118,Deployment,team-118,team-118,tier-2,internal,api in team-118
team-118/worker,team-118,Deployment,team-118,team-118,tier-2,internal,worker in team-118
team-118/web,team-118,Deployment,team-118,team-118,tier-2,internal,web in team-118
team-118/cache,team-118,Deployment,team-118,team-118,tier-2,internal,cache in team-118
team-118/cron,team-118,Deployment,team-118,team-118,tier-2,internal,cron in team-118
team-119/api,team-119,Deployment,team-119,team-119,tier-2,internal,api in team-119
team-119/worker,team-119,Deployment,team-119,team-119,tier-2,internal,worker in team-119
team-119/web,team-119,Deployment,team-119,team-119,tier-2,internal,web in team-119
team-119/cache,team-119,Deployment,team-119,team-119,tier-2,internal,cache in team-119
team-119/cron,team-119,Deployment,team-119,team-119,tier-2,internal,cron in team-119
team-120/api,team-120,Deployment,team-120,team-120,tier-2,internal,api in team-120
team-120/worker,team-120,Deployment,team-120,team-120,tier-2,internal,worker in team-120
team-120/web,team-120,Deployment,team-120,team-120,tier-2,internal,web in team-120
team-120/cache,team-120,Deployment,team-120,team-120,tier-2,internal,cache in team-120
team-120/cron,team-120,Deployment,team-120,team-120,tier-2,internal,cron in team-120
team-121/api,team-121,Deployment,team-121,team-121,tier-2,internal,api in team-121
team-121/worker,team-121,Deployment,team-121,team-121,tier-2,internal,worker in team-121
team-121/web,team-121,Deployment,team-121,team-121,tier-2,internal,web in team-121
team-121/cache,team-121,Deployment,team-121,team-121,tier-2,internal,cache in team-121
team-121/cron,team-121,Deployment,team-121,team-121,tier-2,internal,cron in team-121
